Variant 7
b
x0 = 1.7, y0 = 0.5
Simple iteration method
Fi1(x,y)=-sin(x - 1) + 1.3
Fi2(x,y)=sin(y + 1) + 0.8

Jacobian:
-cos(x - 1)  0
0            cos(y + 1)

Values:
 -0.764842   0.000000 
  0.000000   0.070737 
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    | Jacobian norm 
   1  | 1.797495 |  0.655782 | 7.139943e-02 |  7.139e-02 |  1.104e-03 | 0.698502
   2  | 1.796391 |  0.584391 | 3.600391e-03 | -7.717e-04 | -3.517e-03 | 0.699291
   3  | 1.799908 |  0.585163 | 2.454812e-03 |  2.455e-03 |  1.079e-05 | 0.696773
   4  | 1.799897 |  0.582708 | 3.311781e-05 | -7.517e-06 | -3.225e-05 | 0.696781
   5  | 1.799929 |  0.582716 | 2.247337e-05 |  2.247e-05 |  8.957e-08 | 0.696758

Newton method

Derivatives matrix:
-cos(x - 1)  1
1            cos(y + 1)
                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    
   1  | 1.802945 |  0.577046 | 4.624702e-03 | -3.550e-03 |  2.965e-03
   2  | 1.799945 |  0.582679 | 1.619186e-05 | -3.234e-06 |  1.587e-05
   3  | 1.799929 |  0.582693 | 1.388444e-10 | -9.224e-11 |  1.038e-10

Newton method

Derivatives matrix:
-cos(x - 1)  1
1            cos(y + 1)

Alpha0 = 1 Lambda0 = 0.500

                               Error
  Itr |    x     |     y     | Estimate     |      F1    |      F2    |     FF    | k |   Alpha
 169  | 1.801176 |  0.583580 | 2.158776e-03 |  1.755e-03 |  1.257e-03 | 4.660e-06 | 1 | 0.500000
 170  | 1.798697 |  0.581809 | 2.140301e-03 | -1.743e-03 | -1.242e-03 | 4.581e-06 | 1 | 0.500000
 171  | 1.801155 |  0.583566 | 2.123737e-03 |  1.726e-03 |  1.237e-03 | 4.510e-06 | 1 | 0.500000
 172  | 1.798717 |  0.581824 | 2.105575e-03 | -1.715e-03 | -1.222e-03 | 4.433e-06 | 1 | 0.500000
 173  | 1.801135 |  0.583552 | 2.089267e-03 |  1.698e-03 |  1.217e-03 | 4.365e-06 | 1 | 0.500000
 174  | 1.798737 |  0.581838 | 2.071414e-03 | -1.687e-03 | -1.202e-03 | 4.291e-06 | 1 | 0.500000
 175  | 1.801116 |  0.583538 | 2.055357e-03 |  1.671e-03 |  1.197e-03 | 4.224e-06 | 1 | 0.500000
 176  | 1.798756 |  0.581852 | 2.037807e-03 | -1.659e-03 | -1.183e-03 | 4.153e-06 | 1 | 0.500000
 177  | 1.801096 |  0.583524 | 2.021998e-03 |  1.644e-03 |  1.177e-03 | 4.088e-06 | 1 | 0.500000
 178  | 1.798775 |  0.581865 | 2.004746e-03 | -1.632e-03 | -1.164e-03 | 4.019e-06 | 1 | 0.500000
 179  | 1.801078 |  0.583511 | 1.989180e-03 |  1.617e-03 |  1.158e-03 | 3.957e-06 | 1 | 0.500000
 180  | 1.798794 |  0.581879 | 1.972222e-03 | -1.606e-03 | -1.145e-03 | 3.890e-06 | 1 | 0.500000
 181  | 1.801059 |  0.583498 | 1.956897e-03 |  1.591e-03 |  1.140e-03 | 3.829e-06 | 1 | 0.500000
 182  | 1.798812 |  0.581892 | 1.940225e-03 | -1.580e-03 | -1.126e-03 | 3.764e-06 | 1 | 0.500000
 183  | 1.801040 |  0.583484 | 1.925137e-03 |  1.565e-03 |  1.121e-03 | 3.706e-06 | 1 | 0.500000
 184  | 1.798830 |  0.581905 | 1.908748e-03 | -1.554e-03 | -1.108e-03 | 3.643e-06 | 1 | 0.500000
 185  | 1.801022 |  0.583472 | 1.893894e-03 |  1.540e-03 |  1.103e-03 | 3.587e-06 | 1 | 0.500000
 186  | 1.798848 |  0.581918 | 1.877782e-03 | -1.529e-03 | -1.090e-03 | 3.526e-06 | 1 | 0.500000
 187  | 1.801005 |  0.583459 | 1.863158e-03 |  1.515e-03 |  1.085e-03 | 3.471e-06 | 1 | 0.500000
 188  | 1.798866 |  0.581931 | 1.847319e-03 | -1.504e-03 | -1.072e-03 | 3.413e-06 | 1 | 0.500000
 189  | 1.800987 |  0.583447 | 1.832921e-03 |  1.490e-03 |  1.067e-03 | 3.360e-06 | 1 | 0.500000
 190  | 1.798883 |  0.581943 | 1.817350e-03 | -1.480e-03 | -1.055e-03 | 3.303e-06 | 1 | 0.500000
 191  | 1.800970 |  0.583434 | 1.803175e-03 |  1.466e-03 |  1.050e-03 | 3.251e-06 | 1 | 0.500000
 192  | 1.798900 |  0.581955 | 1.787867e-03 | -1.456e-03 | -1.038e-03 | 3.196e-06 | 1 | 0.500000
 193  | 1.800953 |  0.583422 | 1.773913e-03 |  1.442e-03 |  1.033e-03 | 3.147e-06 | 1 | 0.500000
 194  | 1.798916 |  0.581967 | 1.758863e-03 | -1.432e-03 | -1.021e-03 | 3.094e-06 | 1 | 0.500000
 195  | 1.800936 |  0.583411 | 1.745126e-03 |  1.419e-03 |  1.016e-03 | 3.045e-06 | 1 | 0.500000
 196  | 1.798933 |  0.581979 | 1.730330e-03 | -1.409e-03 | -1.005e-03 | 2.994e-06 | 1 | 0.500000
 197  | 1.800920 |  0.583399 | 1.716806e-03 |  1.396e-03 |  9.995e-04 | 2.947e-06 | 1 | 0.500000
 198  | 1.798949 |  0.581991 | 1.702260e-03 | -1.386e-03 | -9.883e-04 | 2.898e-06 | 1 | 0.500000
 199  | 1.800904 |  0.583388 | 1.688946e-03 |  1.373e-03 |  9.833e-04 | 2.853e-06 | 1 | 0.500000
 200  | 1.798965 |  0.582002 | 1.674645e-03 | -1.363e-03 | -9.723e-04 | 2.804e-06 | 1 | 0.500000
 201  | 1.800888 |  0.583376 | 1.661539e-03 |  1.351e-03 |  9.673e-04 | 2.761e-06 | 1 | 0.500000
 202  | 1.798981 |  0.582013 | 1.647479e-03 | -1.341e-03 | -9.566e-04 | 2.714e-06 | 1 | 0.500000
 203  | 1.800873 |  0.583365 | 1.634577e-03 |  1.329e-03 |  9.516e-04 | 2.672e-06 | 1 | 0.500000
 204  | 1.798996 |  0.582024 | 1.620753e-03 | -1.320e-03 | -9.411e-04 | 2.627e-06 | 1 | 0.500000
 205  | 1.800857 |  0.583354 | 1.608053e-03 |  1.307e-03 |  9.361e-04 | 2.586e-06 | 1 | 0.500000
 206  | 1.799011 |  0.582035 | 1.594462e-03 | -1.298e-03 | -9.258e-04 | 2.542e-06 | 1 | 0.500000
 207  | 1.800842 |  0.583344 | 1.581959e-03 |  1.286e-03 |  9.209e-04 | 2.503e-06 | 1 | 0.500000
 208  | 1.799026 |  0.582046 | 1.568597e-03 | -1.277e-03 | -9.108e-04 | 2.460e-06 | 1 | 0.500000
 209  | 1.800827 |  0.583333 | 1.556289e-03 |  1.265e-03 |  9.059e-04 | 2.422e-06 | 1 | 0.500000
 210  | 1.799041 |  0.582056 | 1.543151e-03 | -1.256e-03 | -8.961e-04 | 2.381e-06 | 1 | 0.500000
 211  | 1.800813 |  0.583323 | 1.531036e-03 |  1.245e-03 |  8.912e-04 | 2.344e-06 | 1 | 0.500000
 212  | 1.799055 |  0.582067 | 1.518119e-03 | -1.236e-03 | -8.816e-04 | 2.305e-06 | 1 | 0.500000
 213  | 1.800798 |  0.583313 | 1.506193e-03 |  1.225e-03 |  8.767e-04 | 2.269e-06 | 1 | 0.500000
 214  | 1.799069 |  0.582077 | 1.493492e-03 | -1.216e-03 | -8.673e-04 | 2.231e-06 | 1 | 0.500000
 215  | 1.800784 |  0.583303 | 1.481753e-03 |  1.205e-03 |  8.625e-04 | 2.196e-06 | 1 | 0.500000
 216  | 1.799083 |  0.582087 | 1.469266e-03 | -1.196e-03 | -8.532e-04 | 2.159e-06 | 1 | 0.500000
 217  | 1.800770 |  0.583293 | 1.457710e-03 |  1.185e-03 |  8.485e-04 | 2.125e-06 | 1 | 0.500000
 218  | 1.799097 |  0.582097 | 1.445432e-03 | -1.177e-03 | -8.394e-04 | 2.089e-06 | 1 | 0.500000
 219  | 1.800757 |  0.583283 | 1.434058e-03 |  1.166e-03 |  8.347e-04 | 2.057e-06 | 1 | 0.500000
 220  | 1.799110 |  0.582106 | 1.421985e-03 | -1.158e-03 | -8.258e-04 | 2.022e-06 | 1 | 0.500000
 221  | 1.800743 |  0.583273 | 1.410789e-03 |  1.147e-03 |  8.211e-04 | 1.990e-06 | 1 | 0.500000
 222  | 1.799124 |  0.582116 | 1.398919e-03 | -1.139e-03 | -8.124e-04 | 1.957e-06 | 1 | 0.500000
 223  | 1.800730 |  0.583264 | 1.387898e-03 |  1.129e-03 |  8.078e-04 | 1.926e-06 | 1 | 0.500000
 224  | 1.799137 |  0.582125 | 1.376227e-03 | -1.120e-03 | -7.993e-04 | 1.894e-06 | 1 | 0.500000
 225  | 1.800717 |  0.583255 | 1.365379e-03 |  1.110e-03 |  7.947e-04 | 1.864e-06 | 1 | 0.500000
 226  | 1.799149 |  0.582135 | 1.353903e-03 | -1.102e-03 | -7.863e-04 | 1.833e-06 | 1 | 0.500000
 227  | 1.800704 |  0.583246 | 1.343225e-03 |  1.092e-03 |  7.818e-04 | 1.804e-06 | 1 | 0.500000
 228  | 1.799162 |  0.582144 | 1.331941e-03 | -1.084e-03 | -7.736e-04 | 1.774e-06 | 1 | 0.500000
 229  | 1.800692 |  0.583237 | 1.321431e-03 |  1.075e-03 |  7.691e-04 | 1.746e-06 | 1 | 0.500000
 230  | 1.799174 |  0.582153 | 1.310336e-03 | -1.067e-03 | -7.610e-04 | 1.717e-06 | 1 | 0.500000
 231  | 1.800679 |  0.583228 | 1.299991e-03 |  1.057e-03 |  7.566e-04 | 1.690e-06 | 1 | 0.500000
 232  | 1.799187 |  0.582161 | 1.289081e-03 | -1.049e-03 | -7.487e-04 | 1.662e-06 | 1 | 0.500000
 233  | 1.800667 |  0.583219 | 1.278899e-03 |  1.040e-03 |  7.443e-04 | 1.636e-06 | 1 | 0.500000
 234  | 1.799199 |  0.582170 | 1.268171e-03 | -1.032e-03 | -7.366e-04 | 1.608e-06 | 1 | 0.500000
 235  | 1.800655 |  0.583211 | 1.258149e-03 |  1.023e-03 |  7.322e-04 | 1.583e-06 | 1 | 0.500000
 236  | 1.799211 |  0.582179 | 1.247600e-03 | -1.016e-03 | -7.246e-04 | 1.557e-06 | 1 | 0.500000
 237  | 1.800643 |  0.583202 | 1.237736e-03 |  1.007e-03 |  7.203e-04 | 1.532e-06 | 1 | 0.500000
 238  | 1.799222 |  0.582187 | 1.227363e-03 | -9.991e-04 | -7.129e-04 | 1.506e-06 | 1 | 0.500000
 239  | 1.800632 |  0.583194 | 1.217654e-03 |  9.902e-04 |  7.086e-04 | 1.483e-06 | 1 | 0.500000
 240  | 1.799234 |  0.582195 | 1.207455e-03 | -9.829e-04 | -7.013e-04 | 1.458e-06 | 1 | 0.500000
 241  | 1.800620 |  0.583186 | 1.197899e-03 |  9.742e-04 |  6.971e-04 | 1.435e-06 | 1 | 0.500000
 242  | 1.799245 |  0.582203 | 1.187869e-03 | -9.669e-04 | -6.900e-04 | 1.411e-06 | 1 | 0.500000
 243  | 1.800609 |  0.583178 | 1.178464e-03 |  9.584e-04 |  6.858e-04 | 1.389e-06 | 1 | 0.500000
 244  | 1.799256 |  0.582211 | 1.168601e-03 | -9.513e-04 | -6.788e-04 | 1.366e-06 | 1 | 0.500000
 245  | 1.800598 |  0.583170 | 1.159344e-03 |  9.428e-04 |  6.747e-04 | 1.344e-06 | 1 | 0.500000
 246  | 1.799267 |  0.582219 | 1.149646e-03 | -9.358e-04 | -6.678e-04 | 1.322e-06 | 1 | 0.500000
 247  | 1.800587 |  0.583162 | 1.140535e-03 |  9.275e-04 |  6.637e-04 | 1.301e-06 | 1 | 0.500000
 248  | 1.799278 |  0.582227 | 1.130998e-03 | -9.206e-04 | -6.570e-04 | 1.279e-06 | 1 | 0.500000
 249  | 1.800577 |  0.583155 | 1.122031e-03 |  9.125e-04 |  6.529e-04 | 1.259e-06 | 1 | 0.500000
 250  | 1.799288 |  0.582234 | 1.112653e-03 | -9.057e-04 | -6.463e-04 | 1.238e-06 | 1 | 0.500000
 251  | 1.800566 |  0.583147 | 1.103827e-03 |  8.977e-04 |  6.423e-04 | 1.218e-06 | 1 | 0.500000
 252  | 1.799299 |  0.582242 | 1.094605e-03 | -8.910e-04 | -6.358e-04 | 1.198e-06 | 1 | 0.500000
 253  | 1.800556 |  0.583140 | 1.085919e-03 |  8.831e-04 |  6.319e-04 | 1.179e-06 | 1 | 0.500000
 254  | 1.799309 |  0.582249 | 1.076850e-03 | -8.765e-04 | -6.255e-04 | 1.160e-06 | 1 | 0.500000
 255  | 1.800546 |  0.583133 | 1.068301e-03 |  8.688e-04 |  6.216e-04 | 1.141e-06 | 1 | 0.500000
 256  | 1.799319 |  0.582256 | 1.059383e-03 | -8.623e-04 | -6.154e-04 | 1.122e-06 | 1 | 0.500000
 257  | 1.800536 |  0.583126 | 1.050970e-03 |  8.547e-04 |  6.115e-04 | 1.105e-06 | 1 | 0.500000
 258  | 1.799329 |  0.582263 | 1.042200e-03 | -8.483e-04 | -6.054e-04 | 1.086e-06 | 1 | 0.500000
 259  | 1.800526 |  0.583119 | 1.033919e-03 |  8.409e-04 |  6.016e-04 | 1.069e-06 | 1 | 0.500000
 260  | 1.799339 |  0.582270 | 1.025295e-03 | -8.346e-04 | -5.956e-04 | 1.051e-06 | 1 | 0.500000
 261  | 1.800516 |  0.583112 | 1.017145e-03 |  8.272e-04 |  5.918e-04 | 1.035e-06 | 1 | 0.500000
 262  | 1.799348 |  0.582277 | 1.008665e-03 | -8.210e-04 | -5.860e-04 | 1.017e-06 | 1 | 0.500000
 263  | 1.800506 |  0.583105 | 1.000644e-03 |  8.138e-04 |  5.822e-04 | 1.001e-06 | 1 | 0.500000
 264  | 1.799358 |  0.582284 | 9.923039e-04 | -8.077e-04 | -5.765e-04 | 9.847e-07 | 1 | 0.500000
 265  | 1.800497 |  0.583098 | 9.844103e-04 |  8.006e-04 |  5.728e-04 | 9.691e-07 | 1 | 0.500000
 266  | 1.799367 |  0.582291 | 9.762086e-04 | -7.946e-04 | -5.671e-04 | 9.530e-07 | 1 | 0.500000
 267  | 1.800488 |  0.583092 | 9.684400e-04 |  7.876e-04 |  5.635e-04 | 9.379e-07 | 1 | 0.500000
 268  | 1.799376 |  0.582297 | 9.603743e-04 | -7.817e-04 | -5.579e-04 | 9.223e-07 | 1 | 0.500000
 269  | 1.800479 |  0.583085 | 9.527289e-04 |  7.749e-04 |  5.543e-04 | 9.077e-07 | 1 | 0.500000
 270  | 1.799385 |  0.582304 | 9.447970e-04 | -7.690e-04 | -5.489e-04 | 8.926e-07 | 1 | 0.500000
 271  | 1.800470 |  0.583079 | 9.372728e-04 |  7.623e-04 |  5.453e-04 | 8.785e-07 | 1 | 0.500000
 272  | 1.799394 |  0.582310 | 9.294723e-04 | -7.565e-04 | -5.400e-04 | 8.639e-07 | 1 | 0.500000
 273  | 1.800461 |  0.583073 | 9.220675e-04 |  7.499e-04 |  5.365e-04 | 8.502e-07 | 1 | 0.500000
 274  | 1.799402 |  0.582316 | 9.143962e-04 | -7.443e-04 | -5.312e-04 | 8.361e-07 | 1 | 0.500000
 275  | 1.800452 |  0.583067 | 9.071089e-04 |  7.378e-04 |  5.278e-04 | 8.228e-07 | 1 | 0.500000
 276  | 1.799411 |  0.582322 | 8.995647e-04 | -7.322e-04 | -5.226e-04 | 8.092e-07 | 1 | 0.500000
 277  | 1.800444 |  0.583060 | 8.923930e-04 |  7.258e-04 |  5.192e-04 | 7.964e-07 | 1 | 0.500000
 278  | 1.799419 |  0.582328 | 8.849737e-04 | -7.203e-04 | -5.142e-04 | 7.832e-07 | 1 | 0.500000
 279  | 1.800436 |  0.583054 | 8.779160e-04 |  7.140e-04 |  5.108e-04 | 7.707e-07 | 1 | 0.500000
 280  | 1.799428 |  0.582334 | 8.706195e-04 | -7.086e-04 | -5.058e-04 | 7.580e-07 | 1 | 0.500000
 281  | 1.800427 |  0.583049 | 8.636738e-04 |  7.025e-04 |  5.025e-04 | 7.459e-07 | 1 | 0.500000
 282  | 1.799436 |  0.582340 | 8.564981e-04 | -6.971e-04 | -4.976e-04 | 7.336e-07 | 1 | 0.500000
 283  | 1.800419 |  0.583043 | 8.496628e-04 |  6.911e-04 |  4.943e-04 | 7.219e-07 | 1 | 0.500000
 284  | 1.799444 |  0.582346 | 8.426057e-04 | -6.858e-04 | -4.896e-04 | 7.100e-07 | 1 | 0.500000
 285  | 1.800411 |  0.583037 | 8.358791e-04 |  6.799e-04 |  4.863e-04 | 6.987e-07 | 1 | 0.500000
 286  | 1.799452 |  0.582351 | 8.289387e-04 | -6.747e-04 | -4.816e-04 | 6.871e-07 | 1 | 0.500000
 287  | 1.800404 |  0.583032 | 8.223191e-04 |  6.688e-04 |  4.784e-04 | 6.762e-07 | 1 | 0.500000
 288  | 1.799459 |  0.582357 | 8.154934e-04 | -6.637e-04 | -4.738e-04 | 6.650e-07 | 1 | 0.500000
 289  | 1.800396 |  0.583026 | 8.089790e-04 |  6.580e-04 |  4.706e-04 | 6.544e-07 | 1 | 0.500000
 290  | 1.799467 |  0.582362 | 8.022662e-04 | -6.530e-04 | -4.661e-04 | 6.436e-07 | 1 | 0.500000
 291  | 1.800388 |  0.583021 | 7.958555e-04 |  6.473e-04 |  4.630e-04 | 6.334e-07 | 1 | 0.500000
 292  | 1.799474 |  0.582368 | 7.892536e-04 | -6.424e-04 | -4.586e-04 | 6.229e-07 | 1 | 0.500000
 293  | 1.800381 |  0.583015 | 7.829449e-04 |  6.368e-04 |  4.555e-04 | 6.130e-07 | 1 | 0.500000
 294  | 1.799482 |  0.582373 | 7.764520e-04 | -6.319e-04 | -4.511e-04 | 6.029e-07 | 1 | 0.500000
 295  | 1.800374 |  0.583010 | 7.702437e-04 |  6.265e-04 |  4.481e-04 | 5.933e-07 | 1 | 0.500000
 296  | 1.799489 |  0.582378 | 7.638581e-04 | -6.217e-04 | -4.438e-04 | 5.835e-07 | 1 | 0.500000
 297  | 1.800366 |  0.583005 | 7.577487e-04 |  6.163e-04 |  4.408e-04 | 5.742e-07 | 1 | 0.500000
 298  | 1.799496 |  0.582383 | 7.514684e-04 | -6.116e-04 | -4.366e-04 | 5.647e-07 | 1 | 0.500000
 299  | 1.800359 |  0.583000 | 7.454564e-04 |  6.063e-04 |  4.337e-04 | 5.557e-07 | 1 | 0.500000
 300  | 1.799503 |  0.582388 | 7.392797e-04 | -6.017e-04 | -4.296e-04 | 5.465e-07 | 1 | 0.500000
 301  | 1.800352 |  0.582995 | 7.333635e-04 |  5.965e-04 |  4.266e-04 | 5.378e-07 | 1 | 0.500000
 302  | 1.799510 |  0.582393 | 7.272888e-04 | -5.919e-04 | -4.226e-04 | 5.289e-07 | 1 | 0.500000
 303  | 1.800345 |  0.582990 | 7.214668e-04 |  5.868e-04 |  4.197e-04 | 5.205e-07 | 1 | 0.500000
 304  | 1.799517 |  0.582398 | 7.154923e-04 | -5.823e-04 | -4.157e-04 | 5.119e-07 | 1 | 0.500000
 305  | 1.800339 |  0.582985 | 7.097632e-04 |  5.773e-04 |  4.129e-04 | 5.038e-07 | 1 | 0.500000
 306  | 1.799524 |  0.582403 | 7.038871e-04 | -5.729e-04 | -4.090e-04 | 4.955e-07 | 1 | 0.500000
 307  | 1.800332 |  0.582981 | 6.982494e-04 |  5.679e-04 |  4.062e-04 | 4.876e-07 | 1 | 0.500000
 308  | 1.799530 |  0.582408 | 6.924703e-04 | -5.636e-04 | -4.024e-04 | 4.795e-07 | 1 | 0.500000
 309  | 1.800325 |  0.582976 | 6.869225e-04 |  5.587e-04 |  3.996e-04 | 4.719e-07 | 1 | 0.500000
 310  | 1.799537 |  0.582412 | 6.812386e-04 | -5.544e-04 | -3.959e-04 | 4.641e-07 | 1 | 0.500000
 311  | 1.800319 |  0.582971 | 6.757793e-04 |  5.497e-04 |  3.931e-04 | 4.567e-07 | 1 | 0.500000
 312  | 1.799543 |  0.582417 | 6.701890e-04 | -5.454e-04 | -3.894e-04 | 4.492e-07 | 1 | 0.500000
 313  | 1.800313 |  0.582967 | 6.648169e-04 |  5.408e-04 |  3.867e-04 | 4.420e-07 | 1 | 0.500000
 314  | 1.799549 |  0.582421 | 6.593187e-04 | -5.366e-04 | -3.831e-04 | 4.347e-07 | 1 | 0.500000
 315  | 1.800306 |  0.582962 | 6.540324e-04 |  5.320e-04 |  3.804e-04 | 4.278e-07 | 1 | 0.500000
 316  | 1.799555 |  0.582426 | 6.486248e-04 | -5.279e-04 | -3.769e-04 | 4.207e-07 | 1 | 0.500000
 317  | 1.800300 |  0.582958 | 6.434229e-04 |  5.234e-04 |  3.743e-04 | 4.140e-07 | 1 | 0.500000
 318  | 1.799562 |  0.582430 | 6.381042e-04 | -5.193e-04 | -3.708e-04 | 4.072e-07 | 1 | 0.500000
 319  | 1.800294 |  0.582954 | 6.329854e-04 |  5.149e-04 |  3.682e-04 | 4.007e-07 | 1 | 0.500000
 320  | 1.799567 |  0.582434 | 6.277544e-04 | -5.109e-04 | -3.648e-04 | 3.941e-07 | 1 | 0.500000
 321  | 1.800288 |  0.582950 | 6.227174e-04 |  5.065e-04 |  3.622e-04 | 3.878e-07 | 1 | 0.500000
 322  | 1.799573 |  0.582439 | 6.175724e-04 | -5.026e-04 | -3.589e-04 | 3.814e-07 | 1 | 0.500000
 323  | 1.800283 |  0.582945 | 6.126159e-04 |  4.983e-04 |  3.563e-04 | 3.753e-07 | 1 | 0.500000
 324  | 1.799579 |  0.582443 | 6.075555e-04 | -4.944e-04 | -3.531e-04 | 3.691e-07 | 1 | 0.500000
 325  | 1.800277 |  0.582941 | 6.026783e-04 |  4.902e-04 |  3.506e-04 | 3.632e-07 | 1 | 0.500000
 326  | 1.799585 |  0.582447 | 5.977011e-04 | -4.864e-04 | -3.473e-04 | 3.572e-07 | 1 | 0.500000
 327  | 1.800271 |  0.582937 | 5.929019e-04 |  4.823e-04 |  3.449e-04 | 3.515e-07 | 1 | 0.500000
 328  | 1.799590 |  0.582451 | 5.880066e-04 | -4.785e-04 | -3.417e-04 | 3.458e-07 | 1 | 0.500000
 329  | 1.800266 |  0.582933 | 5.832841e-04 |  4.745e-04 |  3.393e-04 | 3.402e-07 | 1 | 0.500000
 330  | 1.799596 |  0.582455 | 5.784693e-04 | -4.708e-04 | -3.362e-04 | 3.346e-07 | 1 | 0.500000
 331  | 1.800260 |  0.582929 | 5.738224e-04 |  4.668e-04 |  3.338e-04 | 3.293e-07 | 1 | 0.500000
 332  | 1.799601 |  0.582459 | 5.690867e-04 | -4.631e-04 | -3.307e-04 | 3.239e-07 | 1 | 0.500000
 333  | 1.800255 |  0.582926 | 5.645141e-04 |  4.592e-04 |  3.284e-04 | 3.187e-07 | 1 | 0.500000
 334  | 1.799607 |  0.582462 | 5.598563e-04 | -4.556e-04 | -3.254e-04 | 3.134e-07 | 1 | 0.500000
 335  | 1.800250 |  0.582922 | 5.553569e-04 |  4.517e-04 |  3.230e-04 | 3.084e-07 | 1 | 0.500000
 336  | 1.799612 |  0.582466 | 5.507756e-04 | -4.482e-04 | -3.201e-04 | 3.034e-07 | 1 | 0.500000
 337  | 1.800244 |  0.582918 | 5.463482e-04 |  4.444e-04 |  3.178e-04 | 2.985e-07 | 1 | 0.500000
 338  | 1.799617 |  0.582470 | 5.418422e-04 | -4.410e-04 | -3.149e-04 | 2.936e-07 | 1 | 0.500000
 339  | 1.800239 |  0.582914 | 5.374857e-04 |  4.372e-04 |  3.126e-04 | 2.889e-07 | 1 | 0.500000
 340  | 1.799622 |  0.582473 | 5.330537e-04 | -4.338e-04 | -3.098e-04 | 2.841e-07 | 1 | 0.500000
 341  | 1.800234 |  0.582911 | 5.287670e-04 |  4.301e-04 |  3.076e-04 | 2.796e-07 | 1 | 0.500000
 342  | 1.799627 |  0.582477 | 5.244077e-04 | -4.268e-04 | -3.048e-04 | 2.750e-07 | 1 | 0.500000
 343  | 1.800229 |  0.582907 | 5.201897e-04 |  4.231e-04 |  3.026e-04 | 2.706e-07 | 1 | 0.500000
 344  | 1.799632 |  0.582481 | 5.159020e-04 | -4.198e-04 | -2.998e-04 | 2.662e-07 | 1 | 0.500000
 345  | 1.800224 |  0.582904 | 5.117516e-04 |  4.163e-04 |  2.977e-04 | 2.619e-07 | 1 | 0.500000
 346  | 1.799637 |  0.582484 | 5.075343e-04 | -4.130e-04 | -2.950e-04 | 2.576e-07 | 1 | 0.500000
 347  | 1.800220 |  0.582900 | 5.034503e-04 |  4.095e-04 |  2.928e-04 | 2.535e-07 | 1 | 0.500000
 348  | 1.799641 |  0.582487 | 4.993022e-04 | -4.063e-04 | -2.902e-04 | 2.493e-07 | 1 | 0.500000
 349  | 1.800215 |  0.582897 | 4.952837e-04 |  4.029e-04 |  2.881e-04 | 2.453e-07 | 1 | 0.500000
 350  | 1.799646 |  0.582491 | 4.912037e-04 | -3.997e-04 | -2.855e-04 | 2.413e-07 | 1 | 0.500000
 351  | 1.800210 |  0.582894 | 4.872496e-04 |  3.964e-04 |  2.834e-04 | 2.374e-07 | 1 | 0.500000
 352  | 1.799651 |  0.582494 | 4.832365e-04 | -3.932e-04 | -2.808e-04 | 2.335e-07 | 1 | 0.500000
 353  | 1.800206 |  0.582891 | 4.793459e-04 |  3.899e-04 |  2.788e-04 | 2.298e-07 | 1 | 0.500000
 354  | 1.799655 |  0.582497 | 4.753986e-04 | -3.869e-04 | -2.763e-04 | 2.260e-07 | 1 | 0.500000
 355  | 1.800201 |  0.582887 | 4.715703e-04 |  3.836e-04 |  2.743e-04 | 2.224e-07 | 1 | 0.500000
 356  | 1.799660 |  0.582500 | 4.676878e-04 | -3.806e-04 | -2.718e-04 | 2.187e-07 | 1 | 0.500000
 357  | 1.800197 |  0.582884 | 4.639209e-04 |  3.774e-04 |  2.698e-04 | 2.152e-07 | 1 | 0.500000
 358  | 1.799664 |  0.582504 | 4.601020e-04 | -3.744e-04 | -2.674e-04 | 2.117e-07 | 1 | 0.500000
 359  | 1.800192 |  0.582881 | 4.563956e-04 |  3.713e-04 |  2.654e-04 | 2.083e-07 | 1 | 0.500000
 360  | 1.799668 |  0.582507 | 4.526393e-04 | -3.683e-04 | -2.631e-04 | 2.049e-07 | 1 | 0.500000
 361  | 1.800188 |  0.582878 | 4.489924e-04 |  3.652e-04 |  2.611e-04 | 2.016e-07 | 1 | 0.500000
 362  | 1.799673 |  0.582510 | 4.452977e-04 | -3.624e-04 | -2.588e-04 | 1.983e-07 | 1 | 0.500000
 363  | 1.800184 |  0.582875 | 4.417093e-04 |  3.593e-04 |  2.569e-04 | 1.951e-07 | 1 | 0.500000
 364  | 1.799677 |  0.582513 | 4.380751e-04 | -3.565e-04 | -2.546e-04 | 1.919e-07 | 1 | 0.500000
 365  | 1.800180 |  0.582872 | 4.345443e-04 |  3.535e-04 |  2.527e-04 | 1.888e-07 | 1 | 0.500000
 366  | 1.799681 |  0.582516 | 4.309697e-04 | -3.507e-04 | -2.505e-04 | 1.857e-07 | 1 | 0.500000
 367  | 1.800176 |  0.582869 | 4.274955e-04 |  3.478e-04 |  2.486e-04 | 1.828e-07 | 1 | 0.500000
 368  | 1.799685 |  0.582518 | 4.239795e-04 | -3.450e-04 | -2.464e-04 | 1.798e-07 | 1 | 0.500000
 369  | 1.800172 |  0.582866 | 4.205611e-04 |  3.421e-04 |  2.446e-04 | 1.769e-07 | 1 | 0.500000
 370  | 1.799689 |  0.582521 | 4.171027e-04 | -3.394e-04 | -2.424e-04 | 1.740e-07 | 1 | 0.500000
 371  | 1.800168 |  0.582864 | 4.137392e-04 |  3.366e-04 |  2.406e-04 | 1.712e-07 | 1 | 0.500000
